Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
66,"SC Jou, T Schultz, A Waibel","Adaptation for soft whisper recognition using a throat microphone",2004,"Eighth International Conference on …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2004/i04_1493.html","https://scholar.google.com/scholar?cites=8488051616025697726&as_sdt=2005&sciodt=0,5&hl=en",46,"2020-11-06 21:29:44","","","","",,,,,66,4.13,22,3,16,"This paper describes various adaptation methods applied to recognizing soft whisper recorded with a throat microphone. Since the amount of adaptation data is small and the testing data is very different from the training data, a series of adaptation methods is …"
65,"A Waibel, A Badran, AW Black, R Frederking…","Speechalator: two-way speech-to-speech translation in your hand",2003,"Proceedings of the …","dl.acm.org","https://dl.acm.org/citation.cfm?id=1073442","https://scholar.google.com/scholar?cites=1246787264718221911&as_sdt=2005&sciodt=0,5&hl=en",47,"2020-11-06 21:29:44","","","","",,,,,65,3.82,13,5,17,"This demonstration involves two-way automatic speech-to-speech translation on a consumer off-the-shelf PDA. This work was done as part of the DARPA-funded Babylon project, investigating better speech-to-speech translation systems for communication in the …"
70,"H Adel, NT Vu, F Kraus, T Schlippe…","Recurrent neural network language modeling for code switching conversational speech",2013,"… on Acoustics, Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6639306/?casa_token=IOwedlq_hKEAAAAA:7xne7-FkTBLNfEbxDIqyty00_fe4e-9iXlKgWR95S4z-GL-GbVCfXgRb7-DwvdAeRWaIaBJPqw","https://scholar.google.com/scholar?cites=2243051119620441926&as_sdt=2005&sciodt=0,5&hl=en",48,"2020-11-06 21:29:44","","","","",,,,,70,10.00,14,5,7,"Code-switching is a very common phenomenon in multilingual communities. In this paper, we investigate language modeling for conversational Mandarin-English code-switching (CS) speech recognition. First, we investigate the prediction of code switches based on textual …"
63,"Q Jin, AR Toth, AW Black…","Is voice transformation a threat to speaker identification?",2008,"2008 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4518742/?casa_token=bwyXwIqtqy0AAAAA:fyrnTxnnskhIRoAJUNcqOlLXuMszax-wESTK4NUsc4-YCaqCQiJbtkRvzitv2QvFeMVCnE_SOg","https://scholar.google.com/scholar?cites=3617871793236900689&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-11-06 21:29:44","","","","",,,,,63,5.25,16,4,12,"With the development of voice transformation and speech synthesis technologies, speaker identification systems are likely to face attacks from imposters who use voice transformed or synthesized speech to mimic a particular speaker. Therefore, we investigated in this paper …"
81,"A Porbadnigk, M Wester, TS Jan-p Calliess","EEG-based speech recognition impact of temporal effects",2009,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.157.8486","https://scholar.google.com/scholar?cites=2007045545535569937&as_sdt=2005&sciodt=0,5&hl=en",50,"2020-11-06 21:29:44","","","","",,,,,81,7.36,27,3,11,"In this paper, we investigate the use of electroencephalograhic signals for the purpose of recognizing unspoken speech. The term unspoken speech refers to the process in which a subject imagines speaking a given word without moving any articulatory muscle or …"
64,"C Amma, M Georgi, T Schultz","Airwriting: a wearable handwriting recognition system",2014,"Personal and ubiquitous computing","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s00779-013-0637-3.pdf&casa_token=FVh7hkBdsiQAAAAA:3NZvQ6YG5uFrotZd4cu_mG8mOuAzrpbd5982PEvFAZOpob5LofzCBHsCZtSFNRTK0n2v5mLHRvr1RE9m","https://scholar.google.com/scholar?cites=16762603239614667621&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-11-06 21:29:44","PDF","","","",,,,,64,10.67,21,3,6,"We present a wearable input system which enables interaction through 3D handwriting recognition. Users can write text in the air as if they were using an imaginary blackboard. The handwriting gestures are captured wirelessly by motion sensors applying …"
53,"C Herff, T Schultz","Automatic speech recognition from neural signals: a focused review",2016,"Frontiers in neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnins.2016.00429/full","https://scholar.google.com/scholar?cites=12832997340442672845&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-11-06 21:29:44","HTML","","","",,,,,53,13.25,27,2,4,"Speech interfaces have become widely accepted and are nowadays integrated in various real-life applications and devices. They have become a part of our daily life. However, speech interfaces presume the ability to produce intelligible speech, which might be …"
60,"T Schultz, A Waibel, M Bett, F Metze, Y Pan…","The ISL meeting room system",2001,"Proceedings of the …","cs.cmu.edu","http://www.cs.cmu.edu/afs/.cs.cmu.edu/Web/People/fmetze/interACT/Publications_files/publications/hsc01_tanja.pdf","https://scholar.google.com/scholar?cites=15048159615106281655&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-11-06 21:29:44","PDF","","","",,,,,60,3.16,10,6,19,"Oral communication is transient but many important decisions, social contracts and fact findings are first carried out in an oral setup, documented in written form and later retrieved. At Carnegie Mellons University's Interactive Systems Laboratories we have been …"
60,"T Schultz, AW Black, S Badaskar…","Spice: Web-based tools for rapid language adaptation in speech processing systems",2007,"… Annual Conference of …","isca-speech.org","https://www.isca-speech.org/archive/archive_papers/interspeech_2007/i07_2125.pdf","https://scholar.google.com/scholar?cites=11730213702230485272&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-11-06 21:29:44","","","","",,,,,60,4.62,15,4,13,"In this paper we describe the design and implementation of a user interface for SPICE, a web-based toolkit for rapid prototyping of speech and language processing components. We report on the challenges and experiences gathered from testing these tools in an advanced …"
59,"K Laskowski, M Ostendorf, T Schultz","Modeling vocal interaction for text-independent participant characterization in multi-party conversation",2008,"… of the 9th SIGdial Workshop on …","aclweb.org","https://www.aclweb.org/anthology/W08-0124.pdf","https://scholar.google.com/scholar?cites=11275646661709169817&as_sdt=2005&sciodt=0,5&hl=en",55,"2020-11-06 21:29:44","PDF","","","",,,,,59,4.92,20,3,12,"An important task in automatic conversation understanding is the inference of social structure governing participant behavior. We explore the dependence between several social dimensions, including assigned role, gender, and seniority, and a set of low-level …"
59,"M Wand, T Schultz","Session-independent EMG-based Speech Recognition.",2011,"Biosignals","scitepress.org","https://scitepress.org/papers/2011/31697/31697.pdf","https://scholar.google.com/scholar?cites=3149605872696181578&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-11-06 21:29:44","PDF","","","",,,,,59,6.56,30,2,9,"This paper reports on our recent research in speech recognition by surface electromyography (EMG), which is the technology of recording the electric activation potentials of the human articulatory muscles by surface electrodes in order to recognize …"
64,"T Schultz","Speaker characteristics",2007,"Speaker classification I","Springer","https://link.springer.com/chapter/10.1007/978-3-540-74200-5_3","https://scholar.google.com/scholar?cites=1276251146535175427&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-11-06 21:29:44","","","","",,,,,64,4.92,64,1,13,"In this chapter, we give a brief introduction to speech-driven applications in order to motivate why it is desirable to automatically recognize particular speaker characteristics from speech. Starting from these applications, we derive what kind of characteristics might be useful. After …"
57,"M Honal, T Schultz","Correction of disfluencies in spontaneous speech using a noisy-channel approach",2003,"Eighth European Conference on Speech …","isca-speech.org","https://www.isca-speech.org/archive/eurospeech_2003/e03_2781.html","https://scholar.google.com/scholar?cites=7297432120670759861&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-11-06 21:29:44","","","","",,,,,57,3.35,29,2,17,"In this paper we present a system which automatically corrects disfluencies such as repairs and restarts typically occurring in spontaneously spoken speech. The system is based on a noisy-channel model and its development requires no linguistic knowledge, but only …"
56,"T Schultz, M Westphal, A Waibel","The globalphone project: Multilingual lvcsr with janus-3",1997,"Multilingual Information Retrieval …","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.153.3278&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=3415231411735143936&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-11-06 21:29:44","PDF","","","",,,,,56,2.43,19,3,23,"This paper describes our recent effort in developing the Global-Phone database for multilingual large vocabulary continuous speech recognition. In particular we present the current status of the GlobalPhone corpus containing high quality speech data for the 9 …"
56,"M Honal, T Schultz","Automatic disfluency removal on recognized spontaneous speech-rapid adaptation to speaker-dependent disfluencies",2005,"Proceedings.(ICASSP'05). IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1415277/?casa_token=KfDGwPZ6KZEAAAAA:E5sXHDTX5LQxxk7ubpnxJ2JcYed0pN46H45ddKkyFRH63XuwfwigXLlVJu0gLqqJhAj5gN3ryg","https://scholar.google.com/scholar?cites=10930174610154814715&as_sdt=2005&sciodt=0,5&hl=en",60,"2020-11-06 21:29:44","","","","",,,,,56,3.73,28,2,15,"In this paper, we investigate methods to adapt a system for disfluency removal to different data properties. A gradient descent algorithm for parameter optimization is presented which achieves 85.1% recall and 93.1% precision on the English Verbmobil corpus and 53.0 …"
57,"NT Vu, F Metze, T Schultz","Multilingual bottle-neck features and its application for under-resourced languages",2012,"Spoken Language Technologies for …","isca-speech.org","https://www.isca-speech.org/archive/sltu_2012/su12_090.html","https://scholar.google.com/scholar?cites=111561338781378956&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-11-06 21:29:44","","","","",,,,,57,7.13,19,3,8,"In this paper we present our latest investigation on multilingual bottle-neck (BN) features and its application to rapid language adaptation to new languages. We show that the overall performance of a Multilayer Perceptron (MLP) network improves significantly by initializing it …"
58,"F Putze, JP Jarvis, T Schultz","Multimodal recognition of cognitive workload for multitasking in the car",2010,"2010 20th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5597574/?casa_token=O_9ULRkVKdcAAAAA:C-0kci488A74tyv8_lqS3eppl6a-zXwdzwkxGRSKqvGYdwoaf6OLVUAh-56yyXsK7vFCWfu18Q","https://scholar.google.com/scholar?cites=14383439022503029780&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-11-06 21:29:44","","","","",,,,,58,5.80,19,3,10,"This work describes the development and evaluation of a recognizer for different levels of cognitive workload in the car. We collected multiple biosignal streams (skin conductance, pulse, respiration, EEG) during an experiment in a driving simulator in which the drivers …"
59,"C Amma, D Gehrig, T Schultz","Airwriting recognition using wearable motion sensors",2010,"Proceedings of the 1st Augmented …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1785455.1785465","https://scholar.google.com/scholar?cites=13697517035947136307&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-11-06 21:29:44","","","","",,,,,59,5.90,20,3,10,"In this work we present a wearable input device which enables the user to input text into a computer. The text is written into the air via character gestures, like using an imaginary blackboard. To allow hands-free operation, we designed and implemented a data glove …"
55,"J Kominek, T Schultz, AW Black","Synthesizer voice quality of new languages calibrated with mean mel cepstral distortion",2008,"Spoken Languages Technologies …","isca-speech.org","https://www.isca-speech.org/archive/SLTU_2008/su08_063.html","https://scholar.google.com/scholar?cites=9370062780648397557&as_sdt=2005&sciodt=0,5&hl=en",64,"2020-11-06 21:29:44","","","","",,,,,55,4.58,18,3,12,"When developing synthesizers for new languages one must select a phoneset, record phonetically balanced sentences, build up a pronunciation lexicon, and evaluate the results. An objective measure of voice quality can be very useful, provided it is calibrated across …"
57,"C Herff, D Heger, F Putze, J Hennrich…","Classification of mental tasks in the prefrontal cortex using fNIRS",2013,"2013 35th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6609962/?casa_token=1hGB49SRKPgAAAAA:-SSjyQZSVznNrWttBro8trt0Xakgcg2ptwjqUKgDSQwqhmp_H4z0x7fxW3leZ-u1WBEZIKa71w","https://scholar.google.com/scholar?cites=4758065926014466870&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-11-06 21:29:44","","","","",,,,,57,8.14,11,5,7,"Functional near infrared spectroscopy (fNIRS) is rapidly gaining interest in both the Neuroscience, as well as the Brain-Computer-Interface (BCI) community. Despite these efforts, most single-trial analysis of fNIRS data is focused on motor-imagery, or mental …"
50,"S Stüker, T Schultz","A grapheme based speech recognition system for Russian",2004,"9th Conference Speech and Computer","isca-speech.org","https://www.isca-speech.org/archive_open/specom_04/spc4_297.html","https://scholar.google.com/scholar?cites=4692423511074641480&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-11-06 21:29:44","","","","",,,,,50,3.13,25,2,16,"With the increasing availability and deployment of speech recognition technology in real world environments fast and affordable adaptation of speech recognition systems to new languages and/or domains becomes more and more important. One of the most expensive …"
